abcmulti26	https://www.abc.net.au/news/2026-06-29/multiculturalism-is-who-we-are-says-albanese/106858364	"Multiculturalism is 'who we are', says Albanese", ABC News, 29 June 2026: https://www.abc.net.au/news/2026-06-29/multiculturalism-is-who-we-are-says-albanese/106858364
abcradio24	https://www.pm.gov.au/media/radio-interview-abc-radio-melbourne-5	Anthony Albanese, "Radio interview - ABC Radio Melbourne", pm.gov.au, 30 August 2024: https://www.pm.gov.au/media/radio-interview-abc-radio-melbourne-5
albo_campaign_2022	https://anthonyalbanese.com.au/media-centre/vote-for-a-better-future-2022-campaign-launch	Anthony Albanese, "Vote for a Better Future" ALP Campaign Launch Speech, Perth, 1 May 2022: https://anthonyalbanese.com.au/media-centre/vote-for-a-better-future-2022-campaign-launch
albo_republic25	https://www.skynews.com.au/breaking-news/anthony-albanese-says-no-republic-referendum-while-he-is-pm/news-story/97f597c21ee93aa0276e5968f3a4e6b7	"Anthony Albanese says no republic referendum while he is PM", Sky News Australia / News.com.au, 28 September 2025: https://www.skynews.com.au/breaking-news/anthony-albanese-says-no-republic-referendum-while-he-is-pm/news-story/97f597c21ee93aa0276e5968f3a4e6b7
alboadelaide23	https://www.pm.gov.au/media/address-referendum-date	Anthony Albanese, "Address - Referendum Date Announcement", Adelaide, 30 August 2023: https://www.pm.gov.au/media/address-referendum-date
albocorowa23	https://www.openaustralia.org.au/debates/?d=2023-05-25	Anthony Albanese, Constitution Alteration (Aboriginal and Torres Strait Islander Voice) 2023 Bill Second Reading Debate, House of Representatives Hansard, 25 May 2023: https://www.openaustralia.org.au/debates/?d=2023-05-25
alboeureka26	https://www.theguardian.com/australia-news/live/2026/mar/05/australia-politics-live-anthony-albanese-angus-taylor-parliament-question-time-labor-coalition-one-nation-middle-east-mark-carney-canada-iran-ntwnfb	Anthony Albanese, Address welcoming Mark Carney to the Parliament of Australia, House of Representatives Hansard, 4 March 2026: https://www.theguardian.com/australia-news/live/2026/mar/05/australia-politics-live-anthony-albanese-angus-taylor-parliament-question-time-labor-coalition-one-nation-middle-east-mark-carney-canada-iran-ntwnfb
albointegrity21	https://anthonyalbanese.com.au/media-centre/statement-on-voter-integrity-bill	"Electoral Legislation Amendment (Voter Integrity) Bill 2021 Statement", Anthony Albanese Media Centre, 25 November 2021: https://anthonyalbanese.com.au/media-centre/statement-on-voter-integrity-bill
albonrf23	https://www.openaustralia.org.au/debates/?d=2023-03-07	Anthony Albanese, National Reconstruction Fund Corporation Bill 2022 Second Reading Debate, House of Representatives Hansard, 7 March 2023: https://www.openaustralia.org.au/debates/?d=2023-03-07
alborepublictrans25	https://www.pm.gov.au/media/interview-abc-news-280925	Anthony Albanese, "Interview - ABC News", Prime Minister of Australia Transcripts, 28 September 2025: https://www.pm.gov.au/media/interview-abc-news-280925
albospilltranscript26	https://www.pm.gov.au/media/radio-interview-abc-radio-sydney	Anthony Albanese, "Radio Interview - ABC Radio Sydney", Prime Minister of Australia Transcripts, 21 June 2026: https://www.pm.gov.au/media/radio-interview-abc-radio-sydney
alburyvisit26	https://www.abc.net.au/news/2026-03-08/prime-minister-campaigns-in-farrer/107848321	"Prime Minister Anthony Albanese campaigns in Farrer ahead of by-election", ABC News, 8 March 2026: https://www.abc.net.au/news/2026-03-08/prime-minister-campaigns-in-farrer/107848321
alp_platform_2022	https://www.alp.org.au/about/national-platform/2022	"A Better Future: ALP National Campaign Platform", Australian Labor Party, May 2022: https://www.alp.org.au/about/national-platform/2022
alpconf23	https://www.alp.org.au/about/national-platform	"Australian Labor Party National Platform: 49th National Conference", ALP Platform, August 2023: https://www.alp.org.au/about/national-platform
alpoleadership13	https://www.alp.org.au/news/labor-rules-lock-in-leadership-stability	"Labor rules lock in leadership stability", Australian Labor Party, 13 September 2013: https://www.alp.org.au/news/labor-rules-lock-in-leadership-stability
apology25	https://www.pm.gov.au/media/apology-stolen-generations-anniversary-breakfast	Anthony Albanese, "Apology to the Stolen Generations Anniversary Breakfast", Prime Minister of Australia, 13 February 2025: https://www.pm.gov.au/media/apology-stolen-generations-anniversary-breakfast
asean24	https://www.airtimes.my/2024/03/08/albanese-asean-greatly-valuable-to-australia/	Anthony Albanese, remarks marking 50 years of ASEAN-Australia relations, reported by Airtimes, 8 March 2024: https://www.airtimes.my/2024/03/08/albanese-asean-greatly-valuable-to-australia/
billlapsed22	https://www.aph.gov.au/Parliamentary_Business/Bills_Legislation/Bills_Search_Results/Result?bId=r6804	"Electoral Legislation Amendment (Voter Integrity) Bill 2021 [Lapsed]", Parliament of Australia Bill Tracker: https://www.aph.gov.au/Parliamentary_Business/Bills_Legislation/Bills_Search_Results/Result?bId=r6804
bushcapital22	https://www.canberratimes.com.au/story/7749833/albanese-declares-theres-a-new-regime-in-this-public-service-town/	"Albanese declares there's a new regime in this public service town", The Canberra Times, 23 May 2022: https://www.canberratimes.com.au/story/7749833/albanese-declares-theres-a-new-regime-in-this-public-service-town/
censusbacklash24	https://www.abc.net.au/news/2024-08-28/lgbtqi-2026-census-exclusion-sexuality-gender-questions/104279252	"Questions on sexuality and gender have been cut from the 2026 census", ABC News, 29 August 2024: https://www.abc.net.au/news/2024-08-28/lgbtqi-2026-census-exclusion-sexuality-gender-questions/104279252
cgt2026	https://www.msn.com/en-au/news/other/young-australians-are-finally-getting-a-fair-crack-albanese-on-cgt-changes/ar-AA25V8qD	Anthony Albanese, comments on capital gains tax changes, Sky News Australia, reported via MSN: https://www.msn.com/en-au/news/other/young-australians-are-finally-getting-a-fair-crack-albanese-on-cgt-changes/ar-AA25V8qD
