referendumdefeat23	https://www.mamamia.com.au/anthony-albanese-referendum-speech/	Prime Minister Anthony Albanese, Voice to Parliament Referendum Concession Speech, October 2023.
hansard25penalty	https://www.openaustralia.org.au/debates/?d=2025-07-24	Anthony Albanese, House of Representatives Hansard, 24 July 2025.
hansard19defend	https://www.openaustralia.org.au/debates/?d=2019-11-28	Anthony Albanese, House of Representatives Hansard, 28 November 2019.
hansard25ack	https://www.openaustralia.org.au/debates/?d=2025-02-10	Anthony Albanese, House of Representatives Hansard, 10 February 2025.
hansard20future	https://www.openaustralia.org.au/debates/?d=2020-10-08	Anthony Albanese, House of Representatives Hansard, 8 October 2020.
hansard22climate	https://www.openaustralia.org.au/debates/?d=2022-03-31	Anthony Albanese, House of Representatives Hansard, 31 March 2022.
voterintegrity21	https://www.openaustralia.org.au/debates/?d=2021-11-24	Anthony Albanese, House of Representatives Hansard, 24 November 2021.
farrerprefs26	https://regionriverina.com.au/nationals-choose-farrer-candidate-as-albanese-calls-on-coalition-to-put-one-nation-last/120917/	Anthony Albanese calling on the Coalition to put One Nation last, Region Riverina, 8 March 2026.
robodebtrc23	https://www.news.com.au/national/politics/anthony-albanese-says-robodebt-was-a-gross-betrayal-and-a-human-tragedy/news-story/bf425382bf39d91001a7a0b50822f4d9	Anthony Albanese, Press Conference on Robodebt Royal Commission Report, Canberra, 7 July 2023.
robodebtest22	https://robodebt.royalcommission.gov.au/	Royal Commission into the Robodebt Scheme, Establishment Announcement, 25 August 2022.
robodebtwiki26	https://en.wikipedia.org/wiki/Royal_Commission_into_the_Robodebt_Scheme	Royal Commission into the Robodebt Scheme, Wikipedia entry, June 2026.
robodebtgov26	https://www.pmc.gov.au/resources/government-response-royal-commission-robodebt-scheme	Government response to the Royal Commission into the Robodebt Scheme, Department of the Prime Minister and Cabinet, 10 March 2026.
